assay_id,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags,bao_id_mapped,suggested_mapping_correct
1912425,2D TROSY [1H-15N] spectroscopy,DiscoveRx,BAO:0000893,http://www.bioassayontology.org/bao#BAO_0000893,0.051,None,BAO_0000893,0
1912425,2D TROSY [1H-15N] spectroscopy,tricine,BAO:0003054,http://www.bioassayontology.org/bao#BAO_0003054,0.05,None,BAO_0003054,0
1912425,2D TROSY [1H-15N] spectroscopy,cytokine-specific antibody bead-based method,BAO:0000044,http://www.bioassayontology.org/bao#BAO_0000044,0.048,None,BAO_0000044,0
1912425,2D TROSY [1H-15N] spectroscopy,DNA vector,BAO:0002051,http://www.bioassayontology.org/bao#BAO_0002051,0.047,None,BAO_0002051,0
1912425,2D TROSY [1H-15N] spectroscopy,LI-COR Biosciences,BAO:0000955,http://www.bioassayontology.org/bao#BAO_0000955,0.045,None,BAO_0000955,0
1912425,2D TROSY [1H-15N] spectroscopy,detection agent,BAO:0110004,http://www.bioassayontology.org/bao#BAO_0110004,0.044,None,BAO_0110004,0
1912425,2D TROSY [1H-15N] spectroscopy,lipofectin,BAO:0000799,http://www.bioassayontology.org/bao#BAO_0000799,0.044,None,BAO_0000799,0
1912425,2D TROSY [1H-15N] spectroscopy,phosphoprotein-specific antibody-coated bead based method,BAO:0003025,http://www.bioassayontology.org/bao#BAO_0003025,0.043,None,BAO_0003025,0
1912425,2D TROSY [1H-15N] spectroscopy,TRUPath,BAO:0010081,http://www.bioassayontology.org/bao#BAO_0010081,0.043,None,BAO_0010081,0
1912425,2D TROSY [1H-15N] spectroscopy,"alternative mRNA splicing, via spliceosome",GO:0000380,http://purl.obolibrary.org/obo/GO_0000380,0.041,None,GO_0000380,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,35S,BAO:0001224,http://www.bioassayontology.org/bao#BAO_0001224,0.345,None,BAO_0001224,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,labeled,BAO:0000037,http://www.bioassayontology.org/bao#BAO_0000037,0.339,None,BAO_0000037,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,isobaric labeling,ERO:0002176,http://purl.obolibrary.org/obo/ERO_0002176,0.296,None,ERO_0002176,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,S-adenosyl methionine,BAO:0000754,http://www.bioassayontology.org/bao#BAO_0000754,0.251,None,BAO_0000754,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,unlabeled,BAO:0000038,http://www.bioassayontology.org/bao#BAO_0000038,0.219,None,BAO_0000038,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,Glutathione,BAO:0003057,http://www.bioassayontology.org/bao#BAO_0003057,0.16,None,BAO_0003057,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,dna-coated bead based method,BAO:0002022,http://www.bioassayontology.org/bao#BAO_0002022,0.155,None,BAO_0002022,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,computational structure analysis,BAO:0002212,http://www.bioassayontology.org/bao#BAO_0002212,0.153,None,BAO_0002212,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,Analytical Luminescence Laboratory,BAO:0000730,http://www.bioassayontology.org/bao#BAO_0000730,0.147,None,BAO_0000730,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,cell based format,BAO:0000219,http://www.bioassayontology.org/bao#BAO_0000219,0.147,None,BAO_0000219,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,recursive partitioning QSAR,BAO:0002311,http://www.bioassayontology.org/bao#BAO_0002311,0.146,None,BAO_0002311,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,thioflavine S,BAO:0001032,http://www.bioassayontology.org/bao#BAO_0001032,0.145,None,BAO_0001032,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,BellBrook Labs,BAO:0002568,http://www.bioassayontology.org/bao#BAO_0002568,0.141,None,BAO_0002568,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,saponin,BAO:0000747,http://www.bioassayontology.org/bao#BAO_0000747,0.139,None,BAO_0000747,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,2D structure prediction,BAO:0002213,http://www.bioassayontology.org/bao#BAO_0002213,0.129,None,BAO_0002213,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,image-based readout,BAO:0000184,http://www.bioassayontology.org/bao#BAO_0000184,0.129,None,BAO_0000184,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,triiodothyronine,BAO:0000772,http://www.bioassayontology.org/bao#BAO_0000772,0.124,None,BAO_0000772,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,self organizing molecular field analysis,BAO:0002315,http://www.bioassayontology.org/bao#BAO_0002315,0.12,None,BAO_0002315,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,G protein-coupled receptor signaling pathway,GO:0007186,http://purl.obolibrary.org/obo/GO_0007186,0.118,None,GO_0007186,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,comparative molecular field analysis,BAO:0002313,http://www.bioassayontology.org/bao#BAO_0002313,0.118,None,BAO_0002313,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,phosphoprotein-specific antibody-coated bead based method,BAO:0003025,http://www.bioassayontology.org/bao#BAO_0003025,0.117,None,BAO_0003025,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,cytokine-specific antibody bead-based method,BAO:0000044,http://www.bioassayontology.org/bao#BAO_0000044,0.113,None,BAO_0000044,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,Cell Signaling,BAO:0000879,http://www.bioassayontology.org/bao#BAO_0000879,0.109,None,BAO_0000879,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,viral entry into host cell,GO:0046718,http://purl.obolibrary.org/obo/GO_0046718,0.107,None,GO_0046718,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,quantitative structure activity relationship analysis,BAO:0002305,http://www.bioassayontology.org/bao#BAO_0002305,0.107,None,BAO_0002305,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,Corning,BAO:0002582,http://www.bioassayontology.org/bao#BAO_0002582,0.107,None,BAO_0002582,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,Creatine kinase,BAO:0000779,http://www.bioassayontology.org/bao#BAO_0000779,0.103,None,BAO_0000779,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,BMG Labtech,BAO:0000863,http://www.bioassayontology.org/bao#BAO_0000863,0.103,None,BAO_0000863,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,comparative molecular similarity indices analysis,BAO:0002314,http://www.bioassayontology.org/bao#BAO_0002314,0.102,None,BAO_0002314,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,homology modeling,BAO:0002221,http://www.bioassayontology.org/bao#BAO_0002221,0.099,None,BAO_0002221,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,kinase active-site binding method,BAO:0003030,http://www.bioassayontology.org/bao#BAO_0003030,0.094,None,BAO_0003030,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,"1, 4 methyllumbelliferone",BAO:0000820,http://www.bioassayontology.org/bao#BAO_0000820,0.092,None,BAO_0000820,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,IN Cell Analyzer,BAO:0002571,http://www.bioassayontology.org/bao#BAO_0002571,0.092,None,BAO_0002571,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,cell line cell,CLO:0000001,http://purl.obolibrary.org/obo/CLO_0000001,0.092,None,CLO_0000001,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,receptor signaling pathway via JAK-STAT,GO:0007259,http://purl.obolibrary.org/obo/GO_0007259,0.091,None,GO_0007259,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,metabolite identification and profiling assay,BAO:0010091,http://www.bioassayontology.org/bao#BAO_0010091,0.088,None,BAO_0010091,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,ELISA protein secretion profiling assay,BAO:0010051,http://www.bioassayontology.org/bao#BAO_0010051,0.087,None,BAO_0010051,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,doxycycline,BAO:0000759,http://www.bioassayontology.org/bao#BAO_0000759,0.086,None,BAO_0000759,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,permanent cell line,BAO:0003048,http://www.bioassayontology.org/bao#BAO_0003048,0.086,None,BAO_0003048,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,tetracycline,BAO:0000748,http://www.bioassayontology.org/bao#BAO_0000748,0.085,None,BAO_0000748,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,purity,BAO:0002618,http://www.bioassayontology.org/bao#BAO_0002618,0.084,None,BAO_0002618,0
1907990,35S-methionine pulse labeling based 2D-PAGE analysis,transcriptional profiling assay,BAO:0002995,http://www.bioassayontology.org/bao#BAO_0002995,0.083,None,BAO_0002995,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",Gram staining,BAO:0002844,http://www.bioassayontology.org/bao#BAO_0002844,0.322,None,BAO_0002844,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",media binding assay,BAO:0010136,http://www.bioassayontology.org/bao#BAO_0010136,0.209,None,BAO_0010136,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",binding assay,BAO:0002989,http://www.bioassayontology.org/bao#BAO_0002989,0.204,None,BAO_0002989,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",CYP reaction phenotyping assay,BAO:0010123,http://www.bioassayontology.org/bao#BAO_0010123,0.189,None,BAO_0010123,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",MAO reaction phenotyping assay,BAO:0010117,http://www.bioassayontology.org/bao#BAO_0010117,0.178,None,BAO_0010117,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",para-nitrophenylphosphate,BAO:0000987,http://www.bioassayontology.org/bao#BAO_0000987,0.172,None,BAO_0000987,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",binding,GO:0005488,http://purl.obolibrary.org/obo/GO_0005488,0.162,None,GO_0005488,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",quinidine,BAO:0000797,http://www.bioassayontology.org/bao#BAO_0000797,0.161,None,BAO_0000797,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",bisindolylmaleimide,BAO:0000862,http://www.bioassayontology.org/bao#BAO_0000862,0.161,None,BAO_0000862,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",whole blood stability assay,BAO:0010098,http://www.bioassayontology.org/bao#BAO_0010098,0.16,None,BAO_0010098,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",CES reaction phenotyping,BAO:0010119,http://www.bioassayontology.org/bao#BAO_0010119,0.159,None,BAO_0010119,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",BSA binding asssay,BAO:0010137,http://www.bioassayontology.org/bao#BAO_0010137,0.151,None,BAO_0010137,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",recombinant CYP reaction phenotyping assay,BAO:0010126,http://www.bioassayontology.org/bao#BAO_0010126,0.149,None,BAO_0010126,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",AOX reaction phenotyping,BAO:0010115,http://www.bioassayontology.org/bao#BAO_0010115,0.148,None,BAO_0010115,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",FMO reaction phenotyping,BAO:0010116,http://www.bioassayontology.org/bao#BAO_0010116,0.147,None,BAO_0010116,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",recombinant UGT reaction phenotyping assay,BAO:0010131,http://www.bioassayontology.org/bao#BAO_0010131,0.147,None,BAO_0010131,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",enzyme reaction phenotyping,BAO:0010114,http://www.bioassayontology.org/bao#BAO_0010114,0.146,None,BAO_0010114,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",cell based format,BAO:0000219,http://www.bioassayontology.org/bao#BAO_0000219,0.146,None,BAO_0000219,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",Bead-based immunoassay for protein state,BAO:0010050,http://www.bioassayontology.org/bao#BAO_0010050,0.133,None,BAO_0010050,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",mitotic cell cycle state assay,BAO:0002584,http://www.bioassayontology.org/bao#BAO_0002584,0.133,None,BAO_0002584,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",Fluorescence imaging cell cycle state assay,BAO:0010055,http://www.bioassayontology.org/bao#BAO_0010055,0.131,None,BAO_0010055,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",meiotic cell cycle state assay,BAO:0002585,http://www.bioassayontology.org/bao#BAO_0002585,0.128,None,BAO_0002585,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",tissue binding assay,BAO:0010133,http://www.bioassayontology.org/bao#BAO_0010133,0.127,None,BAO_0010133,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",MS protein state assay,BAO:0010062,http://www.bioassayontology.org/bao#BAO_0010062,0.124,None,BAO_0010062,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",S9 stability assay,BAO:0010097,http://www.bioassayontology.org/bao#BAO_0010097,0.124,None,BAO_0010097,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",microsomal binding assay,BAO:0010138,http://www.bioassayontology.org/bao#BAO_0010138,0.123,None,BAO_0010138,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",plasma protein binding assay,BAO:0010135,http://www.bioassayontology.org/bao#BAO_0010135,0.123,None,BAO_0010135,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay","pyrimidine-4,6-dicarboxylic acid",BAO:0001003,http://www.bioassayontology.org/bao#BAO_0001003,0.121,None,BAO_0001003,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",dna-coated bead based method,BAO:0002022,http://www.bioassayontology.org/bao#BAO_0002022,0.12,None,BAO_0002022,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",cell cycle phase,GO:0022403,http://purl.obolibrary.org/obo/GO_0022403,0.118,None,GO_0022403,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",plasma stability assay,BAO:0010007,http://www.bioassayontology.org/bao#BAO_0010007,0.11,None,BAO_0010007,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",cell cycle assay,BAO:0002041,http://www.bioassayontology.org/bao#BAO_0002041,0.108,None,BAO_0002041,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",cytosol stability assay,BAO:0010096,http://www.bioassayontology.org/bao#BAO_0010096,0.108,None,BAO_0010096,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",Corning,BAO:0002582,http://www.bioassayontology.org/bao#BAO_0002582,0.107,None,BAO_0002582,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",ELISA protein state assay,BAO:0010052,http://www.bioassayontology.org/bao#BAO_0010052,0.107,None,BAO_0010052,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",Fluorescence imaging protein state assay,BAO:0010059,http://www.bioassayontology.org/bao#BAO_0010059,0.106,None,BAO_0010059,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",matching molecular models obtained from theory,BAO:0002230,http://www.bioassayontology.org/bao#BAO_0002230,0.106,None,BAO_0002230,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",D1 dopamine receptor binding,GO:0031748,http://purl.obolibrary.org/obo/GO_0031748,0.104,None,GO_0031748,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",enzymatic stability assay,BAO:0010113,http://www.bioassayontology.org/bao#BAO_0010113,0.104,None,BAO_0010113,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",D5 dopamine receptor binding,GO:0031752,http://purl.obolibrary.org/obo/GO_0031752,0.103,None,GO_0031752,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",RPPA protein state assay,BAO:0010065,http://www.bioassayontology.org/bao#BAO_0010065,0.103,None,BAO_0010065,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",phosphoprotein-specific antibody-coated bead based method,BAO:0003025,http://www.bioassayontology.org/bao#BAO_0003025,0.102,None,BAO_0003025,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",non-specific protein binding assay,BAO:0002531,http://www.bioassayontology.org/bao#BAO_0002531,0.1,None,BAO_0002531,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",metabolic stability assay,BAO:0010095,http://www.bioassayontology.org/bao#BAO_0010095,0.1,None,BAO_0010095,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",screened entity role,BAO:0002932,http://www.bioassayontology.org/bao#BAO_0002932,0.099,None,BAO_0002932,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",hepatocyte stability assay,BAO:0010100,http://www.bioassayontology.org/bao#BAO_0010100,0.099,None,BAO_0010100,0
1831311,"4',6-diamidino-2-phenylindole staining-based assay",microsomal stability assay,BAO:0010006,http://www.bioassayontology.org/bao#BAO_0010006,0.098,None,BAO_0010006,0
1864118,ADP-Glo kinase assay,kinase,BAO:0000294,http://www.bioassayontology.org/bao#BAO_0000294,0.53,None,BAO_0000294,0
1864118,ADP-Glo kinase assay,kinase activity,GO:0016301,http://purl.obolibrary.org/obo/GO_0016301,0.375,None,GO_0016301,0
1864118,ADP-Glo kinase assay,Creatine kinase,BAO:0000779,http://www.bioassayontology.org/bao#BAO_0000779,0.343,None,BAO_0000779,0
1864118,ADP-Glo kinase assay,Kinase NanoBRET Assay,BAO:0010069,http://www.bioassayontology.org/bao#BAO_0010069,0.334,None,BAO_0010069,0
1864118,ADP-Glo kinase assay,KiNativ assay,BAO:0002908,http://www.bioassayontology.org/bao#BAO_0002908,0.299,None,BAO_0002908,0
1864118,ADP-Glo kinase assay,kinase active-site binding method,BAO:0003030,http://www.bioassayontology.org/bao#BAO_0003030,0.233,None,BAO_0003030,0
1864118,ADP-Glo kinase assay,Glucose,BAO:0000924,http://www.bioassayontology.org/bao#BAO_0000924,0.187,None,BAO_0000924,0
1864118,ADP-Glo kinase assay,assay kit,BAO:0000248,http://www.bioassayontology.org/bao#BAO_0000248,0.174,None,BAO_0000248,0
1864118,ADP-Glo kinase assay,CellTiter-Glo Luminescent Cell Viability Assay,BAO:0000682,http://www.bioassayontology.org/bao#BAO_0000682,0.17,None,BAO_0000682,0
1864118,ADP-Glo kinase assay,global chromatin epigenetic profiling assay,BAO:0010039,http://www.bioassayontology.org/bao#BAO_0010039,0.166,None,BAO_0010039,0
1864118,ADP-Glo kinase assay,NADPH,BAO:0000749,http://www.bioassayontology.org/bao#BAO_0000749,0.158,None,BAO_0000749,0
1864118,ADP-Glo kinase assay,KINOMEScan assay,BAO:0003011,http://www.bioassayontology.org/bao#BAO_0003011,0.157,None,BAO_0003011,0
1864118,ADP-Glo kinase assay,zaprinast,BAO:0001054,http://www.bioassayontology.org/bao#BAO_0001054,0.156,None,BAO_0001054,0
1864118,ADP-Glo kinase assay,CYP time dependent inhibition kinact/KI assay,BAO:0010171,http://www.bioassayontology.org/bao#BAO_0010171,0.141,None,BAO_0010171,0
1864118,ADP-Glo kinase assay,global range molecular matching,BAO:0002227,http://www.bioassayontology.org/bao#BAO_0002227,0.132,None,BAO_0002227,0
1864118,ADP-Glo kinase assay,luciferase reporter gene assay,BAO:0002661,http://www.bioassayontology.org/bao#BAO_0002661,0.129,None,BAO_0002661,0
1864118,ADP-Glo kinase assay,Luciferin 4-monooxygenase,BAO:0000141,http://www.bioassayontology.org/bao#BAO_0000141,0.119,None,BAO_0000141,0
1864118,ADP-Glo kinase assay,monoamine oxidase inhibition assay,BAO:0010158,http://www.bioassayontology.org/bao#BAO_0010158,0.117,None,BAO_0010158,0
1864118,ADP-Glo kinase assay,intestinal fluid stability assay,BAO:0010106,http://www.bioassayontology.org/bao#BAO_0010106,0.116,None,BAO_0010106,0
1864118,ADP-Glo kinase assay,caspase activity determination,BAO:0000165,http://www.bioassayontology.org/bao#BAO_0000165,0.115,None,BAO_0000165,0
1864118,ADP-Glo kinase assay,esterase metabolite formation kinetics,BAO:0010121,http://www.bioassayontology.org/bao#BAO_0010121,0.115,None,BAO_0010121,0
1864118,ADP-Glo kinase assay,glutamate,BAO:0000926,http://www.bioassayontology.org/bao#BAO_0000926,0.113,None,BAO_0000926,0
1864118,ADP-Glo kinase assay,Glycogen,BAO:0000927,http://www.bioassayontology.org/bao#BAO_0000927,0.106,None,BAO_0000927,0
1864118,ADP-Glo kinase assay,binding assay,BAO:0002989,http://www.bioassayontology.org/bao#BAO_0002989,0.106,None,BAO_0002989,0
1864118,ADP-Glo kinase assay,Cue Signal Response assay,BAO:0000042,http://www.bioassayontology.org/bao#BAO_0000042,0.106,None,BAO_0000042,0
1864118,ADP-Glo kinase assay,Glutathione,BAO:0003057,http://www.bioassayontology.org/bao#BAO_0003057,0.103,None,BAO_0003057,0
1864118,ADP-Glo kinase assay,cytokine secretion assay,BAO:0003003,http://www.bioassayontology.org/bao#BAO_0003003,0.1,None,BAO_0003003,0
1864118,ADP-Glo kinase assay,AnaSpec,BAO:0000847,http://www.bioassayontology.org/bao#BAO_0000847,0.099,None,BAO_0000847,0
1864118,ADP-Glo kinase assay,simulated intestinal fluid stability assay,BAO:0010108,http://www.bioassayontology.org/bao#BAO_0010108,0.099,None,BAO_0010108,0
1864118,ADP-Glo kinase assay,Ki,BAO:0000192,http://www.bioassayontology.org/bao#BAO_0000192,0.098,None,BAO_0000192,0
